id	body_url	category_program	condition	description_long	description_short	image_url	in_stock	name	price	quantity_in_stock
05432	https://www.pureromance.com/Shop/Bath-Beauty/Bath-Shower/Body-Dew-After-Bath-Oil-Mist-7th-Plum		new	Body Dew&nbsp;keeps even the driest skin happily hydrated and feeling years younger. This gentle moisturizer is infused with beneficial sweet almond oil. A quick spritz after each shower will make your skin feel softer than ever.SCENT:&nbsp;Smells like a blend of blueberry, rose hyacinth, teakwood, and vanilla.	After-Bath Oil Mist	https://www.pureromance.com/getmetafile/477a5a04-3c44-4173-87e1-732862f2b996/7thandPlum_BodyDew_Web_1217.aspx	True	Body Dew After Bath Oil Mist 7th & Plum	20	49
05433	https://www.pureromance.com/Shop/Bath-Beauty/Beauty-Cosmetics/Truly-Sexy-7th-Plum-Hand-Creme		new	Dazzle the senses with this luxurious hand crème in the sophisticated Truly Sexy 7th &amp; Plum fragrance. Safflower seed oil nourishes and hydrates your skin in this light, but rich, lotion that helps keep your hands feeling silky soft and totally touchable.	Nourishing Hand Moisturizer&nbsp;	https://www.pureromance.com/getmetafile/95f84c76-880c-442d-b404-3d40c0106e4e/7thandPlum_HandCream_Web_1217.aspx	True	Truly Sexy 7th & Plum Hand Crème	18	145
05436	https://www.pureromance.com/Shop/For-Guys/Men-s-Grooming/Shave-Titan-Men’s-Shaving-Cream		new	For a refined shave, a first-rate shaving cream is required. The next-best thing to the traditional straight razor and hot towel treatment, our skin-conditioning formula exceeds even the highest expectations with premium ingredients that protect your skin from irritation, razor burn, and a shave that&rsquo;s anything less than impeccable. &nbsp;	Shave Titan Scented Men&rsquo;s Shaving Cream	https://www.pureromance.com/getmetafile/b2c44da4-7734-41a2-bcce-78755f99d0a2/Titan_Shave_Web_1217.aspx	True	Shave Titan - Men’s Shaving Cream	20	57
05437	https://www.pureromance.com/Shop/For-Guys/Men-s-Grooming/Clean-Titan		new	Any jet-setter knows that one bottle is always better than two&mdash;especially when it contains Clean, a combination shampoo and body wash that unites energizing menthol with hydrating aloe vera for a double cleanse that&rsquo;s truly exceptional. Blending spicy bergamot with rich amber and fine leather, Titan Clean purifies and refreshes, ensuring your hair and body are as immaculate as your portfolio.	Clean Titan 2-in-1 Shampoo and Body Wash	https://www.pureromance.com/getmetafile/6582a5e2-b325-48c5-ae48-1e9a0bbff946/Titan_Clean_Web_1217.aspx	True	Clean Titan	20	103
05438	https://www.pureromance.com/Shop/For-Guys/Men-s-Grooming/Spray-Titan		new	The final touch of full-bodied sophistication before you start your day, our all-over deodorizing body spray fuses notes of spicy bergamot, rich amber, and fine leather in a fragrance fusion as magnetic as your personal style. Featuring distinctive ingredients rich in antioxidants and Vitamin E, Titan Spray is essential for the trendsetter on the go.&nbsp;	Scented Men&rsquo;s Deodorizing Spray	https://www.pureromance.com/getmetafile/688e5531-844d-44b7-8131-f58e7b3a487e/Titan_Spray_Web_1217.aspx	True	Spray Titan	20	143
05439	https://www.pureromance.com/Shop/Bath-Beauty/Beauty-Cosmetics/Truly-Sexy-Flirt-Rollerball		new	What could be better than our best-selling Truly Sexy Flirt fragrance? A bottle small enough to travel with you, of course! Stash this beauty in your purse or makeup bag to make sure you&rsquo;re never without the irresistible fragrance that blends a bouquet of white roses and sheer jasmine, sparkling lemon and grapefruit, and clean amber and cedarwood.	Rollerball	https://www.pureromance.com/getmetafile/42c29ce2-2a5e-4417-833e-4558c74d7372/1475.aspx	True	Truly Sexy Flirt Rollerball	28	42
05440	https://www.pureromance.com/Shop/Lube-Creams/Lubricants/Just-Like-Me-Gel-Lubricant-Limoncello		new	You know you need a lubricant when it&rsquo;s time to get intimate, but sometimes you need one to feel just like you. Just Like Me is pH balanced and gentle so it imitates your natural moisture!	Gel Lubricant	https://www.pureromance.com/getmetafile/324cde6e-a608-476c-aaac-51196c120d6e/JLM_Limoncello_Web2.aspx	True	Just Like Me Gel Lubricant Limoncello	20	90
05441	https://www.pureromance.com/Shop/Lube-Creams/Lubricants/Sensations-Warming-Lubricant-Blue-Hawaiian		new	Sensations lubricant goes on cool, but just wait. Add some friction or your warm breath. You&rsquo;ll feel a heat so thrilling, you&rsquo;ll swear you&rsquo;re in the tropics!	Warming Lubricant	https://www.pureromance.com/getmetafile/5152bc19-a64b-4408-ab3d-bf47ce13c747/Sensations_BlueHawaiian_WEB_1217.aspx	True	Sensations Warming Lubricant Blue Hawaiian	16	163
05442	https://www.pureromance.com/Shop/Lube-Creams/Lubricants/Whipped-Birthday-Cake		new	Whipped creamy lubricant is the ultimate win-win. Your guy gets an emollient lubricant designed for use with c-rings and male sleeves, and you get kissable flavors to enhance oral favors.	Creamy Lubricant&nbsp;	https://www.pureromance.com/getmetafile/0aa4fe75-0f27-464e-98f5-03418bbaa2c2/Whipped_BirthdayCake_WEB_1217.aspx	True	Whipped Birthday Cake	20	146
05443	https://www.pureromance.com/Shop/Bath-Beauty/Beauty-Cosmetics/Coco-Glow-Light-Medium		new	No sun required! Get that gorgeous head-to-toe glow with our tropical sunless tanner that&rsquo;ll help you get beautifully bronzed in no time! Coco Glow&rsquo;s luxurious formula starts working immediately and continues deepening and perfecting your tan over the next 48 hours. Available in Light to Medium and Medium to Dark, Coco Glow also doubles as a rich, creamy moisturizer with hydrating safflower and sunflower seed oils and aloe vera.	Tropical Sunless Tanner	https://www.pureromance.com/getmetafile/01ec4466-d03e-42ff-8d19-534d59f3ce87/test.aspx	True	Coco Glow Light - Medium	28	234
05444	https://www.pureromance.com/Shop/Bath-Beauty/Beauty-Cosmetics/Coco-Glow-Medium-Dark		new	No sun required! Get that gorgeous head-to-toe glow with our tropical sunless tanner that&rsquo;ll help you get beautifully bronzed in no time! Coco Glow&rsquo;s luxurious formula starts working immediately and continues deepening and perfecting your tan over the next 48 hours. Available in Light to Medium and Medium to Dark, Coco Glow also doubles as a rich, creamy moisturizer with hydrating safflower and sunflower seed oils and aloe vera.	Tropical Sunless Tanner	https://www.pureromance.com/getmetafile/00eb3342-3c7c-45b4-a719-7e8999ac94d0/CocoGlow_Final-Render_WEB_MediumtoDark_1217.aspx	True	Coco Glow Medium - Dark	28	109
05445	https://www.pureromance.com/Shop/Sex-Toys/Dual-Action-Rabbit-Vibrators/Trance-7-Function-Dual-Action-Vibrator		new	Abandon your inhibitions and surrender to the sensual indulgence of Trance, a hypnotic vibrator with 7 vibrating functions and 3 motors that dance to the rhythm of your thundering heart. This delectable dual-action vibrator features soft, sparkling sapphire silicone, a textured shaft, and a shapely clitoral massager to satisfy your cravings from the inside out.&nbsp;	7-Function Dual-Action Vibrator	https://www.pureromance.com/getmetafile/9adb0591-64db-4272-834a-cfbf2c158763/Carnivale_Web_Trance_0118.aspx	True	Trance 7-Function Dual-Action Vibrator	149	53
05446	https://www.pureromance.com/Shop/Sex-Toys/Clitoral-Vibrators/Mania-10-Function-Silicone-Clitoral-Vibrator		new	The Mania of passion is a dizzying, wild ride, just begging you to join. So, jump in and bask in a rainbow of orgasmic euphoria as the titillating twin motors of this compact but powerful 10-speed vibrator pulses and caresses your clitoris. Its easy-to-hold design and shimmery, smooth silicone, combined with its breathtaking vibrating speeds, means this Mania always pushes you just past the edge of ecstasy.	10-Function Silicone Clitoral Vibrator	https://www.pureromance.com/getmetafile/d8823ac8-d899-449d-9ff5-9c1d9ec57768/Carnivale_Web_Mania_0118.aspx	True	Mania 10-Function Silicone Clitoral Vibrator	99	91
05447	https://www.pureromance.com/Shop/Sex-Toys/Anal-Toys-Play/Fury-Silicone-Butt-Plug		new	Get lost in celebration and experience the decadent, blissful Fury of anal play with this silky-soft silicone butt plug. With an approachable, yet fulfilling, size and tapered shape, Fury merges your wildest fantasies and deepest desires into an unforgettable night of delirious pleasure.&nbsp;	Silicone Butt Plug&nbsp;	https://www.pureromance.com/getmetafile/b5d66723-c0e0-4ecf-907e-fef7e0c88145/Carnivale_Web_Fury_0118.aspx	True	Fury Silicone Butt Plug	29	50
05448	https://www.pureromance.com/Shop/Sex-Toys/Clitoral-Vibrators/Frenzy-Wireless-Bullet-With-7-Speeds		new	You can feel it from across a room&mdash;a lustful stare, a thrill of excitement, and most of all, a passion that sends you into a Frenzy of desire. This compact and powerful wireless silicone bullet dances against your most erotic areas with 7 vibrating speeds and pulsing patterns&mdash;just give the remote to your partner and let the play begin!	Wireless Bullet With 7 Speeds	https://www.pureromance.com/getmetafile/961b3627-dfe5-46d0-bf16-ae11113fd88b/Carnivale_Web_Frenzy_0118.aspx	True	Frenzy Wireless Bullet With 7 Speeds	149	53
05449	https://www.pureromance.com/Shop/Sex-Toys/G-Spot-Vibrators/Thirst-10-Function-G-Spot-Vibrator		new	Beneath the sultry veil of night, quench your desires with the shimmering soft curves of this perfectly angled G-spot vibrator. Harnessing the undeniable power of Thirst, 3 motors and 10 vibration functions dance together to free you from your everyday and carry you along an undulating parade of ecstasy.&nbsp;	10-Function G-Spot Vibrator	https://www.pureromance.com/getmetafile/aa4af58c-4050-46a9-985c-0de36bb6e2b7/Carnivale_Web_Thirst_0118.aspx	True	Thirst 10-Function G-Spot Vibrator	119	39
05450	https://www.pureromance.com/Shop/Couples/Sex-Toys/Primal-Silicone-C-Ring-With-14-Functions		new	Let go of your inhibitions and give in to your Primal instincts as you succumb to the spirit of Carnivále with this shimmering silicone vibrator. Whether moving in sync with a partner or dancing to the beat of your own drum, follow your natural impulses as you explore the tempting possibilities of clitoral massage, partner play, and so much more. Sensuously silky and throbbing with the rhythm of 3 motors, this silicone c-ring has more than a dozen uses and to lead you in the dance of seduction without missing a step.	Silicone C-Ring With 14 Functions	https://www.pureromance.com/getmetafile/02bf0038-bdb7-4fe2-abe8-bdcd486c14c5/Carnivale_Web_Primal_0118.aspx	True	Primal Silicone C-Ring With 14 Functions	149	79
05451	https://www.pureromance.com/Shop/Sex-Toys/Vaginal-Vibrators/Box-Office		new	Seduce your senses with this sultry panty vibrator that puts your desires center stage with 10 tantalizing vibrating speeds and pulsing patterns. Locking into place with discreet magnetic tabs, Box Office is your ticket to the hottest night in town! Ready to take this decadent show on the road? Pass the wireless remote to your lover and find out why some like it hot!	10-Function Panty Vibrator	https://www.pureromance.com/getmetafile/df886f9c-92e7-4b9a-9bd2-e7d287809ed5/Seductive_BOXOFFICE_WEB_0318.aspx	True	Box Office	149	123
05452	https://www.pureromance.com/Shop/Sex-Toys/Anal-Toys-Play/Behind-The-Scenes		new	The real action happens Behind The Scenes with this thrilling backdoor accessory with 10 vibrating speeds and pulsing patterns. This silicone toy includes a unique rolling ball that enhances every sensual stroke for a mind-blowing grand finale. Direct the action for your leading man or lady when you mix exhilarating shaft vibration with the massaging ball&rsquo;s 3 speeds.	13-Function Anal Massager	https://www.pureromance.com/getmetafile/5abea778-0b0a-4313-bd80-e323ce6e2f96/Seductive_BEHINDTHESCENES_WEB_0318.aspx	True	Behind The Scenes	99	51
05453	https://www.pureromance.com/Shop/Sex-Toys/Clitoral-Vibrators/Opening-Act		new	The exhilarating prelude to every late-night show, Opening Act is contoured for your pleasure with 30 spellbinding vibrations and pulsing patterns. This scene-stealing silicone vibrator is designed to tantalize your clitoris, but you can also dance it down your every curve for a thrilling full-body massage. Besides, who said ecstasy shouldn&rsquo;t come before the Main Attraction?	30-Speed Clitoral Vibrator	https://www.pureromance.com/getmetafile/c96c5ef4-e000-4a7e-8a7a-be593c1b49b8/Seductive_Opening_Act_Web_0118.aspx	True	Opening Act	99	669
05454	https://www.pureromance.com/Shop/Sex-Toys/Dual-Action-Rabbit-Vibrators/Standing-Ovation		new	Mesmerizing you with overwhelming ecstasy, Standing Ovation delivers an unforgettable performance with powerful dual motors and 7 exhilarating speeds and pulsing patterns. Earning thunderous applause after each curtain call, the silky silicone vibrator&rsquo;s curved shaft and clitoral massager act in perfect harmony to transform every intimate moment into something extraordinary.	7-Speed Dual-Action Vibrator	https://www.pureromance.com/getmetafile/b0bafcef-298d-40b5-9733-97180dc4b75c/Seductive_Standing_Ovation_Web.aspx	True	Standing Ovation	119	91
05455	https://www.pureromance.com/Shop/Sex-Toys/For-Couples/Rendezvous		new	Perform a passionate duet for two with Rendezvous, a tantalizing couple&rsquo;s toy with 10 vibrating speeds and pulsing patterns! Get your lover in on the fun with two thrilling c-rings, then turn the bullet vibrator toward your clitoris to take you both on a world tour of overwhelming ecstasy.	Rendezvous Dual C-Rings With Bullet	https://www.pureromance.com/getmetafile/c2102b48-f882-4e72-8612-7741061d6c31/Amplify_Rendezvous_WEB_1217.aspx	True	Rendezvous	59	1224
05456	https://www.pureromance.com/Shop/Sex-Toys/Clitoral-Vibrators/Take-Two		new	Never settle for just one of anything this spectacular when you can Take Two! Indulging your craving for the spotlight, this oh-so-versatile vibrator is crafted with silky silicone and 7 thrilling speeds and pulsing patterns that fulfill even the most passionate desires. Your imagination is the only limit to the decadent fantasies this accessory can release&mdash;and satisfy.	7-Function Silicone Clitoral Vibrator	https://www.pureromance.com/getmetafile/e2071913-fd8c-4a92-a940-049fc336813f/Seductive_TAKETWO_WEB_0318.aspx	True	Take Two	139	80
05457	https://www.pureromance.com/Shop/Bath-Beauty/Beauty-Cosmetics/Bosom-Buddy-Orange-Dream-Pop		new	Bosom Buddy&nbsp;ups your foreplay game with tingling sensations on your lips and nipples. Silky and kissable, it also doubles as a moisturizing cream!	Tingling Balm	https://www.pureromance.com/getmetafile/3c2d48cb-509a-48f2-a9a0-318be86b7483/BosomBuddy_ORANGEDP_0318.aspx	True	Bosom Buddy - Orange Dream Pop	18	188
05458	https://www.pureromance.com/Shop/Lube-Creams/Performance/Great-Head-Green-Apple		new	Make oral sex as enjoyable for you as it is for him. Great Head can help by relaxing your throat and adding some flavor to your oral favors.	Oral Delight Gel	https://www.pureromance.com/getmetafile/257a3b39-0cc5-4e5b-917f-f569285ca7f2/GreatHead_GreenApple_Web_0318.aspx	True	Great Head Green Apple	20	188
05459	https://www.pureromance.com/Shop/Massage/Aura-Juniper-Bergamot-(en-us)		new	Aura is a sensual massage oil that contains a specially formulated blend of essential oils and herbal extracts chosen for skin-softening benefits and its non-greasy, non-sticky qualities.	Massage Oil	https://www.pureromance.com/getmetafile/2721db45-0e47-40f2-9c9d-3d3039035690/Aura_JuniperBergamot_Web_0318.aspx	False	Aura Juniper & Bergamot (en-us)	18	0
05460	https://www.pureromance.com/Shop/Massage/Serenity-Water-Lily		new	Achieve a sultry sense of well-being with&nbsp;Serenity! This anti-stress aromatherapy massage lotion is infused with ingredients that help you feel relaxed, confident, sexy and daring.	Aromatherapy Massage Lotion	https://www.pureromance.com/getmetafile/81a39136-9535-436b-aa01-aad9ffd6f4aa/Serenity_WaterLily_Web_0318.aspx	True	Serenity Water Lily	20	271
05461	https://www.pureromance.com/Shop/Massage/Between-the-Sheets-District-(en-us)		new	​There&#39;s no denying that fresh is sexy. Between the Sheets is a powder-based spray that adds a majestic scent anywhere you spritz it. Between the Sheets absorbs moisture, putting an end to the dreaded wet spot!	Powder-Based Linen Spray	https://www.pureromance.com/getmetafile/fcc2eda1-9252-4b9e-bae6-9adf67a7277c/BetweenTheSheets_District_Web_1217.aspx	True	Between the Sheets District (en-us)	18	114
05481	https://www.pureromance.com/Shop/For-Guys/Men-s-Grooming/Hydrate-Legend-Body-Oil		new	Scales are for dragons, not heroic warriors! Wield this moisturizing body oil like a mighty sword in the daily battle against dry, scaly skin. Superior ingredients combine with an epic blend of zesty mandarin, fresh rosemary, and sensual cedar scents for an after-shower spray fit for a Legend.	Body Oil	https://www.pureromance.com/getmetafile/3bb4dc92-22ed-4915-859c-82f65d90ae89/Legend_Hydrate_Web_1217.aspx	True	Hydrate Legend Body Oil	20	73
05482	https://www.pureromance.com/Shop/For-Guys/Men-s-Grooming/Hydrate-District-Body-Oil		new	You&rsquo;ve got your grooming game down to a science, but you&rsquo;re open to anything that can elevate your get-ready routine. Go next-level with Hydrate Body Oil, a nourishing after-shower oil spray that blends clean peppermint with fresh citrus and sensual sandalwood to moisturize and protect your skin all day.&nbsp;	Body Oil	https://www.pureromance.com/getmetafile/e91fb84c-5ca7-4f55-be70-c3b9cbca8e7e/District_Hydrate_Web_1217.aspx	True	Hydrate District Body Oil	20	64
05535	https://www.pureromance.com/Shop/Sex-Toys/Cleaners-Care/Opening-Act,-Behind-the-Scenes,-Box-Office-Replace		new	We all know how upsetting it can be when a charging cable goes missing&mdash;especially when it powers an intimate accessory! With this replacement charger for your Pure Romance toy, the possibilities are endless!	Replacement USB Charger	https://www.pureromance.com/getmetafile/c56e62d5-a5b2-43ae-bb62-1a9fb85d7869/Opening-Act-Replacement-Charger.aspx	True	Opening Act, Behind the Scenes, Box Office Replacement USB Charger	15	2302
05543	https://www.pureromance.com/Shop/Sex-Toys/Vaginal-Vibrators/Luna		new	Escape the gravity of your everyday life and discover true sensuality with Luna, a twinkling vaginal vibrator with 3 speeds and 7 pulsing patterns. This uniquely shaped silicone and tempered glass vaginal vibrator features contours and sculpted edges that massage your vaginal walls with exhilarating sensation. Take your pleasure to the next level with temperature play by dipping the sparkly glass shaft into cool or warm water.	Glass vaginal vibrator with 3 speeds and 7 pulsing patterns	https://www.pureromance.com/getmetafile/f1a6d606-f46f-472c-9a1b-57fe909040df/Stadust_Luna_WEB_0318.aspx	True	Luna	149	96
05544	https://www.pureromance.com/Shop/Sex-Toys/Dual-Action-Rabbit-Vibrators/Aurora		new	Featuring 10 out-of-this-world functions, Aurora is a dual-action vibrator designed to take you on a cosmic expedition to ecstasy. Made of smooth silicone and sparkling tempered glass, this bedroom accessory helps you explore new horizons of pleasure, especially temperature play! Aurora&rsquo;s silicone clitoral massager is perfectly positioned to prepare you for liftoff, and its glass shaft is both contoured to massage your vaginal walls and angled to target your G-spot, launching you into infinite bliss!	Glittery dual-action tempered glass vibrator	https://www.pureromance.com/getmetafile/bbc9c650-1d46-4fd9-b66d-269f617b2e91/Stadust_Aurora_WEB_0318.aspx	True	Aurora	159	52
05554	https://www.pureromance.com/Shop/Bath-Beauty/Bath-Shower/Coochy-Conditioning-Shave-Cream-XLVII		new	Coochy Shave Lotion is the #1 most talked about product in our line and a customer favorite! Shave with this gentle, unisex conditioning shave cream and keep those unsightly red bikini bumps from crashing your most intimate moments. Sure to become a staple in your shower, Coochy smells great and is gentle for all areas of the body &amp;mdash; in fact, it can do double duty as a moisturizing hair conditioner. Coochy is a must have! 8 fl. oz. / 240 ml.SCENT: Smells like hints of juniper, sandalwood, and bergamot.	Conditioning Shave Cream	https://www.pureromance.com/getmetafile/fdefe227-92a9-4585-9d4b-cfa02408e81c/XLVII_Coochy_0718.aspx	True	Coochy Conditioning Shave Cream XLVII	20	52
05556	https://www.pureromance.com/Shop/Bath-Beauty/Beauty-Cosmetics/Kiss-Refreshing-Body-Splash-XLVII		new	Kiss is a refreshing all-over body spray that perfectly accentuates your personal style with a touch of long-lasting fragrance. Formulated with quality ingredients like soothing aloe, nourishing vitamin E, and energizing Lemon Peel, this versatile product is so much more than a spritz of scent; it&#39;s a nutrient-rich Kiss of indulgent skin care for your whole body!SCENT:&nbsp;Smells like hints of juniper, sandalwood, and bergamot.	Refreshing body splash	https://www.pureromance.com/getmetafile/426dc9bd-7f90-4049-8c1b-ea12236b75a8/XLVII_Kiss_0718.aspx	True	Kiss Refreshing Body Splash XLVII	20	68
05557	https://www.pureromance.com/Shop/Bath-Beauty/Bath-Shower/Body-Dew-After-Bath-Oil-Mist-XLVII		new	Body Dew Moisturizer keeps even the driest skin happily hydrated and feeling years younger! This gentle moisturizer is infused with beneficial sweet almond oil; a spritz after each shower will keep your skin feeling softer than ever. Spray your legs with Body Dew Moisturizer before going out for extra sexy shine. Makes tattoos look great, too! 7 fl. oz. / 210 ml.SCENT: Smells like hints of juniper, sandalwood, and bergamot.	After Bath Oil Mist	https://www.pureromance.com/getmetafile/c796381f-da86-4657-8fcb-abaa33751a79/XLVII_BodyDew_0718.aspx	True	Body Dew After Bath Oil Mist XLVII	20	44
05558	https://www.pureromance.com/Shop/Bath-Beauty/Bath-Shower/Skinny-Dip-XLVII		new	Stress, anxiety, worries; take it all off! Enjoy spa-quality treatment with this pH-balanced combination body wash and bubble bath. Whether you&#39;re looking for a hot shower to jumpstart your morning, or a relaxing bubble bath to unwind at night, the moisturizing ingredients infused in Skinny Dip are all you need to transform your bathroom into a slice of paradise (clothing optional, of course)!SCENT:&nbsp;Smells like hints of juniper, sandalwood, and bergamot.	2-in-1 Body Wash &amp; Bubble Bath	https://www.pureromance.com/getmetafile/dd43ec36-4fc3-45da-8bd4-1aa7fb72ad31/XLVII_SkinnyDip_0718.aspx	True	Skinny Dip XLVII	20	42
05563	https://www.pureromance.com/Shop/For-Guys/Men-s-Grooming/Hydrate-Titan-Body-Lotion		new	Command in confidence knowing you&rsquo;ve kept your skin in impeccable condition with this all-over body moisturizer.&nbsp; Blended with the sophisticated scents of spicy bergamot, rich amber, and fine leather, Hydrate body lotion is a rich, creamy formula crafted with premium ingredients to keep your skin moisturized and touchable, from boardroom to bedroom.	Body Lotion	https://www.pureromance.com/getmetafile/786cb590-7565-403e-a7be-4f9a53c06736/Titan_Hydrate_Web_1217.aspx	True	Hydrate Titan Body Lotion	20	57
05565	https://www.pureromance.com/Shop/Sex-Toys/Dual-Action-Rabbit-Vibrators/Nami		new	Surrender to the siren call of seduction with Nami, a soft-as-velvet silicone dual-action vibrator with 2 motors and 6 alluring vibrating speeds and pulsing patterns. Sculpted ripples echo down Nami&rsquo;s shaft to massage and titillate vaginal walls, while the generous clitoral massager covers the clitoris with unstoppable waves of luscious sensation.	6-Function Dual-Action Vibrator	https://www.pureromance.com/getmetafile/ba370233-a864-4753-af37-e487d4a6a8b6/KalypsoWave_NAMI_WEB_0318.aspx	True	Nami	159	54
05566	https://www.pureromance.com/Shop/Sex-Toys/Clitoral-Vibrators/Naia		new	Voyage beyond the everyday and discover an oasis of pleasure with Naia, a silicone wand massager with 6 vibrating speeds and pulsing patterns. Caress every inch of your body with the flexible wand&rsquo;s silky soft, rippled surface, then tantalize the clitoris, vulva and perineum with mind-blowing vibrations and even more decadent release.	6-Function Wand Massager	https://www.pureromance.com/getmetafile/cc24ed12-6a92-4a71-b175-5fa3a92d9952/KalypsoWave_NAIA_WEB_0318.aspx	True	Naia	129	20
05567	https://www.pureromance.com/Shop/Sex-Toys/Clitoral-Vibrators/Serina		new	Ride the tide of untold desire with Serina, an extraordinary bullet vibrator with 6 oh-so-intense vibrating speeds and pulsing patterns. Petite yet powerful, Serina massages and delights the clitoris with exhilarating vibrations, ultra-soft silicone, and sultry ripples that add a new dimension of sensation to solo or partner play.	6-speed Wireless Silicone Bullet	https://www.pureromance.com/getmetafile/f556a738-2d90-4957-8d59-8f84e9494f44/KalypsoWave_SERINA_WEB_0318.aspx	True	Serina	89	143
05568	https://www.pureromance.com/Shop/Sex-Toys/Anal-Toys-Play/Darya		new	Discover uncharted depths of ecstasy with Darya, an anal vibrator with 6 vibrating speeds and pulsing patterns. With silky silicone and massaging ridges that are designed to delight uber-sensitive nerve endings, Darya combines sensual fullness with exhilarating vibration for anal play that&rsquo;s as powerfully intense as it is totally satisfying.	Vibrating Butt Plug	https://www.pureromance.com/getmetafile/82df7dc8-9fc0-40ca-a8e1-c4e2f4366b98/KalypsoWave_DARYA_WEB_0318.aspx	True	Darya	99	53
05569	https://www.pureromance.com/Shop/Sex-Toys/Clitoral-Vibrators/Nadia		new	Dive into aquamarine waters and explore hidden fantasies with Nadia, a breathtaking clitoral vibrator with 6 vibrating speeds and pulsing patterns. Velvet-soft and large enough to tantalize the entire vulva, Nadia&rsquo;s 2 tempting textures&mdash;smooth and rippled&mdash;are perfect for teasing the clitoris, testicles, nipples or anywhere else adventure leads you!	Silicone Clitoral Vibrator With 6 Functions	https://www.pureromance.com/getmetafile/e3835ebd-6d41-4bad-962a-06525f1f50dd/KalypsoWave_NADIA_WEB_0318.aspx	False	Nadia	89	-1
05570	https://www.pureromance.com/Shop/Sex-Toys/Cleaners-Care/Carnivale-and-Hypnotic-Replacement-USB-Charger		new	We all know how upsetting it can be when a charging cable goes missing&mdash;especially when it powers an intimate accessory! With this replacement charger for your Pure Romance toy, the possibilities are endless!	Replacement USB Charger	https://www.pureromance.com/getmetafile/1dbfab85-6281-4ae7-83a8-387fbf8746c3/kalypso-charger.aspx	True	Carnivale and Hypnotic Replacement USB Charger	15	11
05571	https://www.pureromance.com/Shop/Sex-Toys/Cleaners-Care/Carnivale-Frenzy-Replacement-USB-Charger		new	We all know how upsetting it can be when a charging cable goes missing&mdash;especially when it powers an intimate accessory! With this replacement charger for your Pure Romance toy, the possibilities are endless!	Replacement USB Charger	https://www.pureromance.com/getmetafile/4d4c1c26-9dcd-47ad-990c-502a55bad308/Carnivale-Frenzy-Charger.aspx	True	Carnivale - Frenzy Replacement USB Charger	15	6
05573	https://www.pureromance.com/Shop/Sex-Toys/Cleaners-Care/Carnivale-Mania-Replacement-USB-Charger		new	We all know how upsetting it can be when a charging cable goes missing&mdash;especially when it powers an intimate accessory! With this replacement charger for your Pure Romance toy, the possibilities are endless!	Replacement USB Charger	https://www.pureromance.com/getmetafile/82a74fa3-3634-460a-aeef-bac37f23361a/kalypso-charger.aspx	True	Carnivale - Mania Replacement USB Charger	15	13
05592	https://www.pureromance.com/Shop/Essential-Oils/Bang,-Bang!		new	Satisfy your craving for erotic bliss with Bang, Bang!, a libido-enhancing essential oil blend that awakens sensual desire. Formulated with essential oils that stir feelings of passion and arousal, this exhilarating rollerball balances seductive ylang ylang and sandalwood with soothing lemon balm and cedar wood to heighten heat between the sheets!	Libido Essential Oil Blend	https://www.pureromance.com/getmetafile/71a2dd00-e845-44d2-a2ca-d87d787ad04a/EssenOils_BangBang_470x572_0318_WEB.aspx	True	Bang, Bang!	37	153
05593	https://www.pureromance.com/Shop/Essential-Oils/Rise-Grind		new	Take your hustle next level with this make-it-happen rollerball that kick-starts feelings of confidence and motivation with essential extracts. Energizing grapefruit and peppermint are fused with stabilizing vanilla and rosemary to sharpen your focus while counteracting your doubts and worries.	Confidence Boosting Essential Oil Blend	https://www.pureromance.com/getmetafile/c2ee1aeb-6a9a-4007-b1c9-c6c1c5eacaae/EssenOils_RiseGrind_470x572_0318_WEB.aspx	True	Rise & Grind	20	145
05594	https://www.pureromance.com/Shop/Essential-Oils/Time-to-Go,-Flo!		new	Keep your cool when Aunt Flo&rsquo;s in town with this calming essential oil blend designed to soothe and help balance emotions. Clary sage and fennel seed extracts support you during hormonal ups and downs while lavender, chamomile, and carrot seed give you feelings of peace and tranquility. This specialized, need-now blend also has a cooling effect on skin anytime you&rsquo;re feeling the heat.	Soothing Essential Oil Blend	https://www.pureromance.com/getmetafile/f537c822-3213-4a96-b29a-2e8034f51324/EssenOils_TimeToGoFlow_470x572_0318_WEB.aspx	True	Time to Go, Flo!	35	59
05595	https://www.pureromance.com/Shop/Essential-Oils/Open-Sesame		new	Open Sesame is a soothing clarity blend that includes eucalyptus, tea tree, and lemon essential extracts with cooling peppermint. Apply Open Sesame morning, noon, or night to help you feel refreshed all day long!	Clarity Essential Oil Blend	https://www.pureromance.com/getmetafile/8e349f81-fec6-4ebc-a462-6aac01b10c39/EssenOils_OpenSesame_470x572_0318_WEB.aspx	True	Open Sesame	27	130
05600	https://www.pureromance.com/Shop/Collections/Hypnotic-Collection/Tantalize		new	Conquer your inhibitions with Tantalize, a dual-action vibrator uniquely shaped to target your G-spot. Uniting silky soft silicone with 7 exhilarating vibrating speeds and pulsing patterns, this enticing vibrator delivers true bliss with shaft vibration and clitoral massage.	7-Function Dual-Action G-Spot Vibrator	https://www.pureromance.com/getmetafile/e73f62f2-d54f-4eb3-bfad-ae5383a524b6/Hypnotic_Tantalize_WEB_410x497_0718.aspx	True	Tantalize	129	28
